"id_meteo","id_pays","annee","automne_tavg","hiver_tavg","printemps_tavg","ete_tavg","automne_tmax","hiver_tmax","printemps_tmax","ete_tmax","automne_tmin","hiver_tmin","printemps_tmin","ete_tmin"
"205","241","2019","27.6165","25.3189","26.5891","28.4967","30.4308","28.5111","29.1065","31.1141","25.2549","23.0289","24.5478","26.4326"
"206","32","2019","27.4516","27.4933","28.4435","28.2065","31.4462","31.2844","32.7337","32.7228","23.4835","23.4833","24.7402","23.9054"
"207","34","2019","30.0956","28.55","34.2543","28.9565","37.4187","36.4456","39.8467","33.8641","23.5297","21.1278","28.9793","24.9446"
"208","36","2019","27.789","28.2756","30.225","28.5087","31.4956","32.8889","35.4261","32.8826","23.8396","23.6656","26.3359","25.012"
"209","38","2019","3.02198","-8.47333","8.83913","19.7663","7.74835","-3.61111","13.7272","25.8304","-1.7033","-13.3478","3.95","13.6935"
"210","39","2019","25.9692","23.0372","24.3946","26.5522","29.1505","28.2211","28.4625","30.0109","23.2132","19.6214","21.3946","23.687"
"211","40","2019","28.2286","26.4744","28.2565","29.9663","30.9162","29.3125","30.838","32.6321","24.1311","22.3113","24.0506","25.4381"
"212","41","2019","27.5945","28.7611","29.1283","27.5348","34.1758","36.2456","34.625","32.963","23.178","22.5467","25.1196","23.9152"
"213","42","2019","28.9396","27.5889","34.9163","29.313","37.1549","36.2956","42.2467","35.0728","21.3758","18.9522","27.8576","24.9989"
"214","44","2019","8.21429","0.785556","18.7533","26.0946","14.8363","7.18667","25.1565","31.6804","2.67692","-5.78556","11.3413","20.6522"
"215","45","2019","26.156","27.0078","26.9924","24.963","28.3077","29.41","28.7652","26.6902","24.6088","24.9433","25.2652","23.725"
"216","46","2019","26.2275","27.5522","27.2848","25.7761","28.7352","30.2244","29.4239","27.5402","24.5484","25.3289","25.0978","23.7848"
"217","48","2019","27.6527","27.7589","27.2837","25.0652","31.7495","31.4844","31.3435","29.0848","24.2209","24.3944","23.8402","21.1446"
"219","49","2019","25.5473","26.2244","25.4272","24.0413","28.7681","29.9244","29.0511","27.6924","23.0604","23.3956","22.7043","21.1957"
"220","51","2019","23.2516","26.03","24.7804","22.463","25.9868","28.6356","27.1783","25.1848","20.3319","23.3144","22.137","19.3707"
"221","53","2019","12.0714","6.61667","16.8772","24.2565","15.2736","10.2533","21.4489","29.2261","8.97692","3.01556","11.9674","19.2587"
"222","54","2019","24.2462","22.3169","25.4054","26.988","29.7989","27.9573","30.9739","32.5141","19.5308","16.8876","20.4109","22.5217"
"223","55","2019","28.4516","26.4222","27.5174","28.6163","31.1659","29.3022","30.1348","31.4185","26.2044","24.5433","25.8543","26.6891"
"224","57","2019","9.47473","4.35","14.7902","21.1174","12.933","7.60556","19.8174","26.4957","6.17143","1.20333","9.01087","15.4109"
"225","58","2019","26.989","28.2267","28.3761","26.1185","33.5","35.1714","33.2","30.9265","22.4974","21.0833","23.445","23.05"
"226","59","2019","8.08352","3.23667","10.8593","17.263","9.92527","5.36889","14.7725","20.8685","5.80549","1.13667","7.21957","13.262"
"227","60","2019","29.033","26.8511","31.0424","35.8772","32.444","30.3267","34.4141","41.5978","26.4187","24.0878","27.9565","31.8576"
"228","62","2019","27.1505","25.3122","26.8848","28.4598","33.0934","30.56","31.7663","33.0109","23.6198","21.6989","23.4641","25.0913"
"229","64","2019","22.9604","15.3633","24.7522","29.9293","27.6242","19.7711","30.7424","35.3478","18.8681","11.2622","19.312","25.3163"
"230","65","2019","26.7516","27.0256","28.0446","27.6859","31.8868","33.3","32.7326","32.6565","22.678","21.3911","23.7098","23.2217"
"231","66","2019","26.2956","27.86","27.1087","25.5098","30.1011","31.9144","30.6304","28.6902","23.3275","24.1122","24.1239","23.1739"
"232","68","2019","4.81429","-1.31556","9.65543","15.8793","6.84945","0.767778","14.2967","20.0217","2.60769","-3.99889","4.50652","11.5446"
"233","71","2019","6.04286","4.55222","6.72609","10.8207","7.7","6.64111","8.975","13.3043","4.13736","2.21","4.92283","8.7"
"234","72","2019","24.7077","26.42","24.8848","23.4239","28.0605","30.5261","28.5775","26.8652","21.465","23.2764","21.8289","20.5535"
"235","73","2019","4.30659","-1.86778","9.37826","16.1891","6.57143","0.724444","13.3685","20.0413","2.13516","-4.93222","5.67174","12.6522"
"236","74","2019","10.7516","7.18556","14.0565","21.3815","13.8923","10.4433","19.1826","27.4359","8.27912","4.37778","9.71413","16.2761"
"237","75","2019","27.2582","26.6622","26.7717","26.5076","32.6154","30.2667","31.0587","32.1859","23.1956","24.0878","24.0304","22.9304"
"238","76","2019","26.5231","27.5111","27.0283","25.0783","29.8659","30.9311","30.7098","28.7707","23.2571","24.4078","23.9141","21.7522"
"239","77","2019","25.2275","27.7656","25.5837","21.9772","28.4055","31.0222","28.9652","25.2261","21.9967","24.7222","22.7261","18.9543"
"240","78","2019","26.4363","27.5844","27.1065","25.6207","29.3418","30.4878","29.9543","28.0446","23.967","24.6322","24.5217","23.825"
"241","79","2019","26.4341","24.7633","24.6087","27.0489","32.8242","34.28","31.762","31.4674","20.7165","17.79","20.1609","22.7217"
"242","81","2019","8.36923","3.85","13.413","18.8783","11.289","6.48889","18.225","23.8022","5.84945","1.38111","8.48478","14.0967"
"243","82","2019","27.5527","28.9878","28.2185","25.9152","31.5736","33.1456","32.1348","29.2402","24.5901","26.0389","25.2685","24.0141"
"244","83","2019","17.5912","14.3344","17.8728","23.2217","20.4055","16.9589","21.2576","26.7533","15.1659","11.8856","15.1761","20.3"
"245","84","2019","18.4473","10.5078","18.6543","27.8815","22.6495","13.9889","23.1815","32.4772","15.0484","7.38667","14.5429","23.5533"
"246","85","2019","-0.345055","-6.18","2.07717","7.66304","2.25055","-3.73","5.30435","10.5348","-1.72857","-7.83889","-1.68696","4.77826"
"247","86","2019","27.5363","26.2344","27.2837","27.938","30.2242","28.91","29.5413","30.2609","25.2374","24.0744","25.4891","25.7207"
"248","87","2019","26.2571","24.05","25.7326","27.4413","30.1681","28.09","29.2087","30.9902","22.8714","20.4089","22.5957","24.2348"
"249","88","2019","27.6275","26.9256","28.2174","27.9196","30.7286","30.3322","31.7804","31.1576","25.0879","24.4244","25.5739","25.4511"
"250","90","2019","11.4901","8.39889","11.4077","16.8815","13.0297","10.0022","14.0495","19.8576","9.8022","6.65444","9.0978","14.1978"
"251","91","2019","27.3385","27.2978","28.1293","25.8228","30.5703","31.7933","31.7304","28.162","23.7066","23.3867","24.9826","23.3859"
"252","92","2019","27.8604","27.1556","28.0989","27.0087","32.9659","34.7267","34.4467","30.2163","22.2571","19.0589","22.0413","23.8272"
"253","93","2019","28.4066","27.3022","27.9957","28.225","30.9099","29.3956","30.2609","30.5815","24.0824","23.7344","24.5098","23.8402"
"254","98","2019","24.0088","19.4189","25.9533","29.5935","26.9736","21.9133","28.3543","32.35","21.4681","17.2033","23.8152","27.1967"
"255","99","2019","9.82967","3.39222","15.3957","21.8902","14.3714","6.88889","20.612","27.9413","6.17473","0.228889","9.99783","15.487"
"256","100","2019","3.65714","0.897778","6.92174","11.1837","6.34835","3.91889","10.6826","14.637","0.934066","-2.21556","3.8163","8.38478"
"257","101","2019","23.089","16.3333","33.1033","32.7913","29.911","23.34","39.9826","37.55","17.1022","9.79","24.062","28.0783"
"258","102","2019","29.0242","27.7111","28.9065","28.3359","32.5494","31.0411","32.7576","32.225","26.1176","24.8678","25.8957","25.0967"
"259","104","2019","21.0758","12.0889","26.3391","35.4609","27.6571","17.7744","33.013","42.9217","15.1824","7.05333","18.9913","26.7804"
"260","105","2019","8.02198","6.64778","9.7337","15.05","11.5802","10.3211","14.7141","20.2946","5.24505","4.01778","6.4","11.6033"
"261","106","2019","9.15275","7.05889","9.96264","14.9141","10.9495","8.63889","12.3758","17.3","7.08681","4.99556","7.64396","12.6141"
"262","107","2019","20.7901","13.2267","20.8935","27.4815","26.7736","18.8133","26.5804","32.0207","15.5275","8.21556","15.4641","22.7359"
"263","108","2019","15.9593","9.15444","16.3054","25.8272","20.3648","13.9256","21.5772","32.0348","12.0736","4.67111","11.1924","20.2152"
"264","109","2019","27.833","26.25","27.6033","29.2848","32.0648","30.5056","31.2707","33.0033","23.6791","22.1811","23.8489","25.3043"
"265","110","2019","15.1374","6.98333","16.8011","25.313","19.267","11.37","21.7022","29.1565","11.933","3.10111","12.5913","22.5076"
"266","111","2019","11.2659","8.04111","11.7484","17.3902","12.944","9.88444","14.7692","20.812","9.43626","6.05444","8.98462","14.3598"
"267","113","2019","0.223077","-10.9911","11.4913","20.6935","5.40659","-5.10556","18.013","27.6359","-2.5044","-13.0944","6.76739","15.5609"
"268","115","2019","28.6077","28.2056","27.7109","28.4261","31.1901","30.5684","30.2233","31.0667","25.5422","25.4904","25.0643","25.3107"
"269","118","2019","24.7198","15.5822","30.2228","39.1793","31.7813","21.6478","37.2913","46.6065","17.9802","9.38667","22.575","30.5859"
"270","119","2019","4.78889","0.32093","16.0756","24.8588","11.3654","5.75116","22.4889","31.9294","-0.683951","-4.27209","9.82222","17.2588"
"271","120","2019","26.6462","26.5333","30.4087","29.2989","32.5341","33.0056","36.0457","33.1967","20.7648","20.5467","25.312","25.85"
"272","121","2019","6.14396","-0.134444","12.3736","17.1489","8.22088","1.69889","16.2088","20.5576","4.02198","-2.14333","8.08352","13.6446"
"273","122","2019","22.4022","14.5633","21.0663","27.9587","25.4","17.7667","24.4549","30.2815","19.6044","11.6344","18.0967","25.5957"
"274","125","2019","20.2824","13.17","22.0876","29.242","25.4604","16.8322","27.6225","35.3966","16.3495","10.1189","17.482","24.5239"
"275","126","2019","10.9077","4.48778","13.8516","21.4978","13.8154","7.19222","18.2121","25.9424","8.62088","2.23111","9.98571","17.9261"
"276","127","2019","6.28352","-0.18","13.0761","17.437","9.37582","2.34667","18.9587","23.2565","3.5989","-2.55667","7.32637","12.413"
"277","128","2019","9.2989","4.43556","12.2598","19.2207","12.8681","9.01667","19.0696","27.025","5.0956","-0.156667","4.45978","10.4946"
"278","129","2019","24.1319","19.0433","25.6674","29.4891","27.2615","21.85","27.6717","32.1587","20.8879","16.4167","23.2315","26.5326"
"279","130","2019","13.5791","5.71444","17.4565","26.4772","19.8626","11.0622","24.4228","34.2728","8.62637","0.921111","11.2967","18.9924"
"280","134","2019","27.7978","28.4678","29.7304","29.2815","30.1846","30.7478","31.9043","31.3848","24.9934","26.2022","27.2457","26.6185"
"281","135","2019","29.0923","28.2144","33.9478","28.6467","36.8429","36.3111","40.2848","33.8554","21.3363","20.1533","28.0837","23.8304"
"282","136","2019","19.6835","12.4644","18.213","27.1728","23.1549","15.8911","22.5011","31.9837","16.7066","9.42556","14.767","23.1826"
"283","137","2019","0","0","0","0","30.2736","29.3378","29.3598","30.3772","25.9978","26.1278","26.0348","26.1109"
"284","138","2019","26.7242","25.0411","26.5609","27.6652","30.7264","28.76","29.8033","31.0326","23.4978","22","23.912","24.8815"
"285","139","2019","26.0275","22.9167","23.4783","27.5511","32.3989","30.7444","29.6304","31.1935","21.2791","16.4656","19.6761","24.9315"
"286","140","2019","24.8802","27.4711","25.338","22.2946","28.4099","30.6211","28.2228","25.2826","21.789","24.18","22.412","19.4663"
"287","141","2019","27.7505","28.0967","28.0185","25.6196","31.18","31.1225","31.0163","28.8043","24.9822","25.5389","25.5272","22.5556"
"288","143","2019","27.0088","27.4789","27.6587","27.0315","30.8626","29.5567","30.0022","30.7837","23.8495","25.1667","25.1935","23.7783"
"289","144","2019","9.5033","2.59111","15.563","22.4717","14.4143","6.14778","21.3228","29","5.26484","-1.20333","9.80761","15.4196"
"290","145","2019","14.256","8.40667","14.4043","23.7739","18.3022","13.4344","19.2824","29.737","11.2571","4.65556","9.86087","19.1935"
"291","147","2019","15.4714","8.34778","18.763","28.438","18.9582","11.5789","22.3484","32.3543","10.4121","3.47778","13.0283","21.55"
"292","149","2019","16.0549","12.4644","17.5696","21.6435","21.4275","18.43","22.9516","25.6739","11.0154","6.95111","11.1495","16.9359"
"293","150","2019","23.9549","27.1944","23.0109","21.2467","29.8418","33.1356","29.9054","29.2674","19.6901","22.8033","17.8076","14.9533"
"294","153","2019","28.0242","27.8689","27.6522","27.4364","28.6571","28.4644","28.238","27.9773","27.3648","27.24","27.0228","26.8739"
"295","155","2019","8.9033","5.30556","11.7396","17.65","11.6637","8.10667","15.9088","21.8478","6.28242","2.58556","7.56374","13.5011"
"297","156","2019","22.5835","26.0433","23.3489","19.7523","25.6319","28.6256","25.8359","22.1455","19.9901","23.6444","21.3533","17.8318"
"298","157","2019","14.1593","17.6756","13.7522","10.5848","16.9088","20.8778","16.0478","13.0804","11.5308","15.0444","11.1022","7.71087"
"299","158","2019","26.9","27.5544","28.8402","27.8533","32.0374","33.1","34.0196","33.0957","22.8495","22.4067","24.238","23.9663"
"300","159","2019","31.3451","27.8333","35.7304","30.4141","38.2385","35.4789","41.7859","35.3283","24.8242","20.4367","29.5761","25.7457"
"301","161","2019","23.5294","26.1116","24.409","22.9145","26.7147","29.3087","27.2821","26.0623","20.3471","23.0188","21.8642","19.9029"
"302","162","2019","18.8516","22.6567","19.9","16.8413","21.7966","25.1916","22.1407","19.0554","16.2618","20.6964","17.9198","14.7"
"303","116","2019","8.24066","-1.32778","14.9163","24.7228","9.4678","3.76111","19.3904","28.8","3.12963","-6.07701","9.06364","20.3648"
"304","163","2019","26.925","26.8312","28.3611","29.0143","29.6965","30.291","32.0356","31.4522","23.7612","24.4382","25.4622","25.7609"
"305","164","2019","3.45495","-0.525556","10.2348","16.2022","5.72967","2.27","15.588","21.2543","1.45055","-3.07111","5.55761","12.0891"
"306","165","2019","26.8538","22.1467","31.4109","31.8065","30.7187","25.9611","36.112","35.9739","22.9099","18.0644","27.1272","29"
"307","167","2019","27.08","26.3917","26.9","26.8154","30.3","29.7946","30.0667","29.5154","24.1","24.2649","24.0667","24.6692"
"308","168","2019","16.7516","8.95444","19.2945","25.5446","23.9846","13.4233","25.9527","33.4935","11.6824","5.02556","12.1835","17.9228"
"309","169","2019","26.0648","27.1944","27.5207","26.6587","29.8176","32.4667","31.8435","30.6739","23.0747","22.5222","23.8652","23.7587"
"310","170","2019","26.6352","27.4433","26.8593","25.0281","30.7989","31.6989","30.8538","28.6697","23.1758","23.7767","23.5571","22.2337"
"311","171","2019","26.8495","27.5633","22.2098","19.3565","33.3822","33.7211","26.6043","25.5826","20.8367","22.6711","18.3348","13.5326"
"312","172","2019","18.4747","23.7367","19.662","15.9402","21.2044","27.3478","22.15","17.8043","16.667","21.3056","17.7467","14.7065"
"313","173","2019","28.2242","27.1311","29.9598","27.9598","31.4901","30.7411","33.7587","30.775","25.2198","23.8378","26.5543","25.412"
"314","174","2019","21.0143","24.8044","22.4022","20.083","21.6615","25.3256","23.0815","20.742","20.3736","24.3111","21.7043","19.3693"
"315","175","2019","8.24286","2.27333","14.4","19.875","11.9176","5.33","19.3055","25.1293","4.85165","-0.737778","8.96593","14.35"
"316","176","2019","16.3297","12.9822","17.9391","22.1685","19.8088","16.7678","22.5598","27.2413","13.9154","9.56333","13.7674","18.2902"
"317","177","2019","27.522","25.0822","26.7761","28.2859","30.9538","28.5211","30.4076","31.7717","24.789","22.2044","24.0033","25.612"
"318","178","2019","27.9846","19.8722","30.4337","36.238","31.6132","24.1422","36.0891","41.3239","25.1736","16.68","26.4446","32.2793"
"319","179","2019","10.8659","3.83444","15.8457","23.6815","16.5297","8.31556","21.7141","30.8761","6.73516","-0.14","10.6707","17.1554"
"320","180","2019","5.01978","-2.25222","13.2609","16.813","7.34176","0.0533333","18.7043","21.0467","2.73846","-4.77333","7.90543","12.7043"
"321","182","2019","24.9022","27.3522","24.8272","22.0043","28.6967","31.1133","28.6011","25.9272","21.4473","23.9544","21.6185","18.6783"
"322","188","2019","5.74176","-3.16444","3.64783","13.813","8.39556","-0.470787","7.75604","17.8758","3.36444","-5.65843","1.02308","11.2989"
"323","190","2019","26.5063","27.748","26.896","26.1143","31","31.396","30.968","30.2857","22.7875","24.636","23.792","23.1057"
"324","191","2019","12.8923","6.48778","15.1859","23.3293","17.1286","11.5044","19.688","27.45","8.53077","1.29778","10.3174","18.1826"
"325","194","2019","26.1363","22.01","22.1337","27.0457","29.2","26.2244","25.1054","29.6","23.5363","18.7789","19.7685","24.5543"
"326","195","2019","13.3846","5.53111","16.5967","24.3935","18.7011","9.10444","21.8685","30.1913","9.37033","2.40111","11.9946","19.1261"
"327","196","2019","27.1527","27.5522","28.3315","26.3967","29.9154","30.3467","31.1554","28.6728","24.8418","25.0744","25.9207","24.7457"
"328","197","2019","27.2396","27.5489","28.2207","26.4696","30.2989","31.6622","31.1435","28.9511","24.1725","23.4989","25.175","23.7696"
"329","198","2019","28.2758","28.68","29.3435","29.3761","31.744","32.5444","32.6022","32.0587","25.8835","26.1","26.9826","27.4717"
"330","200","2019","9.46154","4.13111","14.9462","22.0304","13.4033","7.56444","19.5769","27.3804","5.7978","0.572222","9.97473","16.8272"
"331","201","2019","11.3374","5.3","15.6087","23.1207","15.2374","10.3156","21.1457","28.9793","8.30879","1.26556","10.4598","17.8902"
"332","202","2019","27.3451","27.4967","27.3587","26.8022","32.067","32.3233","32.2413","31.5793","23.9868","24.2322","24.2902","23.8641"
"333","203","2019","0","0","0","26.3167","0","0","0","28.3333","0","0","0","24.7833"
"334","205","2019","3.48571","5.98111","1.07391","-2.04783","7.44615","7.97222","3.40543","2.05435","0.185714","3.06","-0.946739","-5.00652"
"335","117","2019","10.844","1.83","16.1359","25.6913","10.896","6.52045","21.05","30.6234","5.46","-2.43708","11.0865","22.3648"
"336","207","2019","9.7956","7.37667","13.0109","22.9957","14.3011","12.3822","19.1391","29.188","6.78901","3.47889","7.68804","17.2772"
"337","208","2019","26.5692","27.44","28.7783","28.0043","30.2484","31.33","31.6141","30.4826","23.4846","23.9911","25.775","25.537"
"338","183","2019","28.0066","25.4822","26.8109","28.7848","31.3692","28.0122","29.2283","31.3033","25.8231","23.6022","24.9717","26.8174"
"339","185","2019","27.3761","25.1174","26.5034","28.3034","30.2284","28.257","29.4247","31.1295","25.0227","22.864","24.4191","26.0852"
"340","186","2019","26.7022","25.4322","26.6554","27.4315","29.644","28.3467","29.1478","30.1435","24.1341","23.1511","24.4261","24.8467"
"341","187","2019","28.0066","25.4822","26.8109","28.7848","31.3692","28.0122","29.2283","31.3033","25.8231","23.6022","24.9717","26.8174"
"342","209","2019","31.5659","27.4389","35.488","34.2902","37.2473","34.7367","41.9696","39.4402","25.8429","20.6389","28.4913","29.1239"
"343","211","2019","-8.40769","-15.9429","-6.81739","1.15385","-6.45385","-14.0143","-4.59565","3.48462","-10.4846","-18.4143","-9.03043","-1.06923"
"344","213","2019","4.90659","-0.192222","10.089","16.2207","7.14176","2.19667","14.6533","20.3652","2.27692","-2.97444","5.05217","11.8174"
"345","216","2019","22.4857","18.4711","24.6652","29.6228","25.8198","21.7889","28.437","33.7522","19.9297","16.0111","21.6978","26.5239"
"346","219","2019","28.233","28.6244","30.7717","28.6674","33.1703","33.0867","35.4924","33.1174","24.5901","25.3956","27.5935","25.8989"
"347","220","2019","27.3011","27.42","27.1957","24.8865","30.067","29.8889","29.6228","27.6719","24.9615","25.8233","25.1739","22.0483"
"348","221","2019","27.4824","28.9567","28.2761","25.9315","31.133","33.0078","31.9011","29.3511","24.3473","25.5911","25.4174","23.7076"
"349","223","2019","23.425","26.3467","24.0446","22.1798","26.3357","29.284","26.9614","24.8857","20.7583","23.9613","21.6867","19.8571"
"351","224","2019","26.7429","25.7722","27.1772","27.3326","31.9451","30.9922","32.3446","32.3424","23.1923","21.4689","23.1739","23.6337"
"353","225","2019","18.3967","12.2178","18.3152","27.7859","23.111","16.7733","23.8033","33.6359","14.5857","8.47","13.6989","22.6652"
"354","227","2019","14.0582","9.27444","22.3772","30.9087","19.7648","14.4089","27.688","36.8598","8.91319","4.77889","16.7239","24.1978"
"355","228","2019","26.1484","23.7393","25.6924","27.8424","29.5736","27.5607","29.2022","31.0076","23.4308","20.6708","22.7391","24.9793"
"356","229","2019","28.9077","28.6167","28.8663","28.7554","31.9045","31.1362","31.7014","31.5324","25.7208","25.7644","26.3235","25.9338"
"357","242","2019","27.66","25.35","26.956","28.5044","30.6495","28.5722","29.7912","31.5565","25.2297","22.7478","24.6593","26.0022"
"358","231","2019","7.37582","0.583333","15.2978","20.0957","11.444","3.43889","20.7598","26.2054","3.41209","-2.32","9.89121","14.3326"
"359","232","2019","27.5132","20.6211","30.5554","35.6978","32.9044","25.59","37.1217","42.3196","22.9077","16.0033","24.9924","31.0511"
"360","233","2019","8.25604","6.08778","10.7152","16.6576","10.5473","8.91111","14.6396","21.1957","5.92967","3.55444","6.89231","12.2663"
"361","234","2019","11.9604","4.46778","18.387","25.9337","16.4022","9.05","23.8576","31.163","7.71648","0.492222","13.6978","21.3511"
"362","236","2019","18.3451","22.1711","15.8739","10.988","22.8099","26.1078","19.8022","14.9087","13.9571","18.1433","12.0728","7.47935"
"363","238","2019","24.1912","26.3133","24.0739","21.825","28.58","30.6643","28.4986","26.3577","19.4706","21.5414","19.4534","17.1611"
"364","96","2019","15.9593","9.15444","16.3054","25.8272","20.3648","13.9256","21.5772","32.0348","12.0736","4.67111","11.1924","20.2152"
"365","239","2019","26.878","25.8011","25.7913","26.9239","30.6615","29.1044","29.4315","30.6935","24.2604","22.59","23.5315","24.2109"
"366","240","2019","22.9791","19.5767","26.9793","29.4815","27.1714","22.2922","30.413","33.4696","19.4714","17.3111","24.1217","26.2707"
"367","243","2019","27.4308","27.5389","27.5685","27.1348","30.3253","30.58","30.7011","29.8685","25.0374","24.83","25.0859","24.7783"
"368","244","2019","19.5098","17.0632","19.854","23.2561","25.1854","23.7324","25.0921","28.8982","15.5024","12.1235","16.1397","19.6526"
"370","248","2020","7.34396","2.46484","7.22308","15.5848","9.28681","4.27033","10.7868","18.8359","4.7","0.195604","2.60769","11.0435"
"371","1","2020","13.8275","8.95714","16.5413","25.2076","21.4912","16.0066","23.8286","33.6935","7.9033","2.83626","9.90217","17.987"
"372","2","2020","19.4736","15.2813","19.5967","25.275","23.3","18.9319","24.3033","31.7293","16.322","11.9121","16.8054","22.712"
"373","3","2020","27.0604","27.5462","27.7815","26.8609","29.6648","30.3714","30.4304","29.1924","24.7011","25.0714","25.4478","24.8957"
"374","5","2020","25.7231","27.8187","26.987","22.9402","29.822","32.2154","31.8141","27.4359","22.4363","24.5967","23.9217","19.838"
"375","6","2020","27.5407","25.889","27.6511","28.8978","30.3143","28.7385","30.3717","31.3924","25.3824","23.7604","25.5141","26.9696"
"376","8","2020","27.0824","25.7066","27.1446","28.4739","29.2044","27.5681","29.1174","30.5011","25.2198","23.8736","25.5413","26.7304"
"377","9","2020","18.7121","23.5582","16.3565","11.8065","23.5319","28.0846","20.6141","16.162","14.9791","19.4703","12.6565","8.03804"
"378","11","2020","28.2066","27.0286","28.15","29.0239","30.6582","29.8505","31.0717","31.8022","26.0143","24.9868","26.4152","27.0163"
"379","13","2020","9.82527","6.55604","15.0326","22.4989","12.0418","9.25934","19.2435","26.5696","7.84835","4.02198","10.9196","18.4793"
"380","14","2020","13.0505","6.5978","15.837","25.3315","16.2011","9.52527","20.4076","29.8978","9.31868","3.75714","11.6098","20.2402"
"381","15","2020","25.6286","22.7231","25.9598","28.5207","29.5121","26.6615","29.8446","32.3","22.3835","19.1527","22.675","24.9641"
"382","16","2020","27.2275","18.9857","29.0293","35.6272","30.3505","22.0615","33.287","40.1261","24.5209","16.3736","25.7304","32.488"
"383","17","2020","26.222","20.9538","27.912","29.238","29.3363","26.3626","32.6543","31.7304","23.5451","16.4473","24.1489","27.3065"
"384","18","2020","27.4407","26.4516","27.6337","28.3348","30.3868","29.4648","30.4957","31.0261","24.8341","24.0473","25.5076","25.8315"
"385","19","2020","6.72747","2.80659","10.3696","18.3185","9.33407","5.06593","15.9337","23.4913","4.20989","0.274725","4.74457","12.9772"
"386","20","2020","10.0495","6.83077","13.262","19.2022","13.0231","9.41209","18.4815","24.2293","7.35934","4.13407","8.00659","14.1141"
"387","22","2020","27.5824","28.3802","28.1185","25.5098","30.4","32.5015","30.9065","28.1462","24.9714","24.3597","24.9302","23.6639"
"388","23","2020","22.8725","18.2516","20.3196","27.0065","25.1209","20.6989","22.8761","29.4446","20.5505","15.4187","17.8717","24.3652"
"389","29","2020","-1.36941","1.31667","0.322857","-3.19062","-0.343529","2.03778","1.37857","-1.4875","-2.56235","0.538889","-0.637143","-5.30312"
"390","241","2020","26.7879","25.3626","27.0793","28.5076","29.3637","28.1637","29.5424","30.9739","24.7934","23.367","25.2652","26.7489"
"391","32","2020","27.3209","27.6462","28.3728","27.6717","31.4725","31.5143","32.3707","31.85","23.778","24.2099","24.4576","23.912"
"392","34","2020","29.8143","29.1879","34.9641","29.088","37.0945","37.2802","41.1087","34.1065","22.9615","21.4835","29.1228","25.0185"
"393","36","2020","27.5198","28.3231","30.5489","28.775","31.0165","33.1934","35.687","33.437","23.9044","23.6549","26.0174","24.8011"
"394","38","2020","5.14066","-4.66154","9.67174","20.5098","9.61648","-0.296703","15.1674","25.8772","0.658242","-9.02527","4.12826","15.1446"
"395","39","2020","26.2934","24.2242","24.7783","26.9489","29.9571","28.3264","28.7554","29.988","23.5418","21.1549","21.875","24.812"
"396","40","2020","27.7978","26.5571","28.8772","29.8957","30.546","29.2587","31.0831","32.2772","23.8619","23.0841","24.3312","25.3063"
"397","41","2020","28.6198","29.267","28.9109","27.6957","35.111","37.8154","34.8098","33.0554","23.3538","22.1242","24.5315","24.0576"
"398","42","2020","28.9956","26.8319","35.7098","28.9207","37.2857","35.2912","43.4348","34.4","21.2538","18.3176","28.0467","24.2815"
"399","44","2020","7.52857","0.396703","18.8163","25.2043","15.3033","8.11978","26.9837","31.7391","1.8011","-5.28242","11.8087","20.4413"
"400","45","2020","26.0275","26.9418","27.4141","25.8315","27.9582","29.5385","29.2359","27.4207","24.5945","24.7516","25.7435","24.6293"
"401","46","2020","26.5637","27.3549","27.6337","26.388","28.6319","29.9681","29.6967","28.2511","24.7967","25.0516","25.6685","24.7174"
"402","48","2020","26.9967","27.8011","27.3457","24.8772","31.0846","31.5747","31.4674","28.7304","23.3011","24.567","23.6989","21.2043"
"404","49","2020","25.5473","26.1989","25.4326","23.887","28.7527","29.7418","28.9946","27.125","22.9857","23.4516","22.912","21.2772"
"405","51","2020","24.1736","26.1066","24.9087","22.4326","27.0934","28.7989","27.775","24.9957","21.4407","23.1703","21.6402","19.2663"
"406","53","2020","9.90879","7.32967","16.4685","23.613","12.8758","10.978","21.3033","28.825","7.25604","3.54945","9.91429","18.0239"
"407","54","2020","24.5637","22.2511","26.1315","26.9348","29.0385","27.8556","31.6304","32.0554","20.8121","16.8867","21.4815","23.1793"
"408","55","2020","28.1077","26.8462","27.8935","28.8315","30.6934","29.5945","30.6196","31.5978","25.8648","24.7824","26.1609","26.8239"
"409","57","2020","8.78352","5.7011","13.2522","20.938","11.5747","8.71429","18.4967","26.25","5.85824","2.68022","7.23478","15.1261"
"410","58","2020","26.8703","28.4824","28.1652","25.9935","33.4917","36.2471","34.1944","30.3538","22.3765","21.3974","23.8149","22.5529"
"411","59","2020","9.07912","4.68352","10.0758","17.1","10.9011","6.42088","13.6396","20.6207","6.9956","2.63736","6.1978","13.5478"
"412","60","2020","28.7736","26.4989","31.2924","35.3533","32.0143","29.5066","34.7","40.4957","25.8791","24.0088","28.5511","31.5761"
"413","62","2020","26.4978","25.4758","27.7804","28.5185","31.8297","30.9187","32.2783","33.3065","23.5813","21.8714","24.088","25.2109"
"414","64","2020","22.6429","15.1462","23.775","29.3772","27.3538","19.3242","29.7859","35.0207","18.5429","11.2846","18.3043","24.4848"
